,Name,Team,Age,Height_cm,Weight_kg,Jersey_no,College,Games_played,Points_played,Posessions,Total scores,Assists,Goals,Blocks,+-,Completions,Cmp%,Yards,Throwing Yards,Receiving Yards,Offensive Effic,Hockey assists,Throwaways,Stalls,Drops,Calahans,Hucks,Huck completion %,Pulls,Offensive PP,Defensive PP,Minutes played
0,Ryan Osgar,EC,30,185.42,77.112,1,Minnesota,16,330,379,121,74,47,3,106,497,96.69,7696,3579,4117,68.87,48,15,2,3,0,25,86.21,0,312,18,353
1,Leandro Marx,POR,,,,10,,13,405,483,113,60,53,10,87,361,90.02,8220,2612,5608,45.55,40,30,1,6,0,22,70.97,29,353,52,402
2,Ben Jagt,EC,30,198.12,85.2768,4,Minnesota,16,387,330,95,39,56,11,81,197,88.74,5625,1341,4284,64.55,25,24,0,1,0,5,31.25,84,177,210,387
3,Cameron Brock,EC,34,180.34,78.0192,3,Ball State,14,349,383,80,21,59,2,72,246,96.47,4905,1267,3638,57.44,25,5,1,5,0,2,66.67,0,316,33,358
4,Pawel Janas,CHI,29,177.8,77.112,55,Colorado,15,351,417,99,74,25,1,71,741,94.76,8218,5625,2593,63.79,54,28,0,1,0,15,53.57,1,349,2,371
5,Joe Merrill,SLC,,,,40,,13,330,385,67,15,52,12,69,172,97.18,4433,776,3657,56.1,23,4,0,6,0,6,100.0,0,284,46,326
6,Alex Davis,CAR,,,,80,,14,282,324,75,18,57,6,66,154,92.22,4074,846,3228,65.43,27,12,0,3,0,4,50.0,0,259,23,294
7,James Lewis,TOR,24,193.04,,9,Queen's University,12,312,343,74,24,50,11,64,212,92.17,5237,1677,3560,51.02,17,16,0,5,1,11,64.71,0,265,47,314
8,Sean Mott,EC,29,175.26,68.04,81,Bucks county community college,14,331,417,83,61,22,11,63,428,93.25,5608,3075,2533,54.68,34,27,1,4,0,20,64.52,4,302,29,354
9,Travis Dunn,SD,31,187.96,77.112,80,Arizona State,12,280,342,82,54,28,4,61,340,92.64,5588,2284,3304,56.43,21,21,0,4,0,18,81.82,0,255,25,288
10,Jordan Kerr,SLC,,,,66,,15,354,427,126,95,31,4,102,376,92.61,7072,3641,3431,56.67,27,24,0,4,0,15,88.24,0,330,24,332
11,Quinn Finer,COL,,,,88,,15,350,408,93,39,54,6,87,338,97.13,7256,2789,4467,61.76,36,8,0,4,0,22,81.48,0,327,23,367
12,Kyle Henke,ATX,24,190.5,79.38,23,Texas Tech,13,341,368,72,43,29,12,73,350,97.49,4924,2445,2479,59.51,20,9,0,2,0,11,84.62,3,288,53,329
13,Evan Swiatek,ATX,29,177.8,65.772,5,Marquette Universtiy,13,304,333,80,28,52,5,71,290,95.39,5010,1622,3388,58.56,26,11,0,3,0,7,70.0,0,253,51,307
14,Ross Barker,CHI,28,182.88,80.74080000000001,25,Wisconsin,16,394,444,89,39,50,5,71,334,93.82,6506,2989,3517,63.74,44,17,0,6,0,24,85.71,1,351,43,402
15,Sean McDougall,SD,32,182.88,74.844,10,CS Fullerton,13,279,330,72,30,42,10,67,156,91.76,3850,1138,2712,56.36,19,11,0,4,0,8,66.67,0,244,35,288
16,Jeff Babbitt,NY,28,187.96,102.06,87,Massachusetts,15,293,281,61,4,57,8,64,178,97.27,3397,70,3327,67.97,11,5,1,0,0,1,100.0,0,210,83,307
17,Rowan McDonnell,DC,33,182.88,77.112,12,Tidewater Community College,15,340,362,85,51,34,7,64,537,94.05,6621,4021,2600,66.02,39,28,1,0,0,20,68.97,8,296,44,354
18,James Pollard,PHI,26,195.57999999999998,72.576,17,Jefferson University,13,285,348,82,43,39,14,62,216,87.8,5806,2414,3392,55.75,22,28,1,6,0,27,61.36,15,265,20,291
19,Alec Arsenault,EC,31,182.88,79.38,22,,11,273,328,58,22,36,13,59,218,94.37,4861,1658,3203,53.05,27,8,0,4,0,8,72.73,0,249,24,291
20,Jay Froude,COL,,187.96,81.648,2,Missouri,12,269,321,63,21,42,8,59,198,94.29,4550,1023,3527,59.81,23,10,0,2,0,6,75.0,2,254,15,284
21,Christian Boxley,DC,26,177.8,68.04,13,Georgetown,13,259,290,60,18,42,4,57,268,97.1,3665,1082,2583,66.9,24,7,0,0,1,0,,0,244,15,277
22,Quinn Snider,MIN,24,187.96,79.38,98,Canadian Mennonite Universty,13,252,313,56,6,50,9,57,139,94.56,3305,568,2737,53.04,15,6,1,2,0,1,100.0,0,213,39,269
23,Thomas Brewster,COL,,,,22,,13,273,326,54,11,43,4,55,136,97.84,3384,954,2430,65.03,10,3,0,0,0,1,50.0,0,271,2,280
24,David Colic,OTT,24,180.34,70.308,34,Carleton University,12,267,342,60,16,44,5,53,125,95.42,3826,793,3033,54.09,14,6,0,6,1,6,85.71,0,267,0,289
25,Levi Jacobs,IND,26,175.26,72.576,7,Center Grove (HS),13,296,343,74,45,29,3,53,218,90.46,5559,2091,3468,58.6,23,21,0,3,0,19,67.86,0,296,0,309
26,Elijah Jaime,ATL,,,,55,,12,200,197,49,9,40,5,51,92,98.92,2208,235,1973,58.88,17,1,0,2,0,0,,0,134,66,221
27,Greg Martin,PHI,29,177.8,74.844,4,Bloomsburg University,12,254,330,62,4,58,3,49,152,90.48,3319,165,3154,52.42,18,13,0,3,0,0,0.0,1,240,14,278
28,Jack Williams,NY,28,185.42,70.308,11,North Carolina-Wilmington,13,270,301,59,45,14,6,48,467,95.5,5270,3647,1623,67.77,43,17,0,0,0,9,42.86,0,250,20,294
29,Henry Fisher,CAR,26,198.12,78.4728,10,Carleton,12,240,290,50,24,26,2,46,203,98.07,3971,1454,2517,62.76,20,4,0,2,0,13,86.67,0,227,13,255
30,Keegan North,IND,28,185.42,70.308,13,Cincinnati,11,263,296,75,51,24,8,59,294,91.59,5518,2743,2775,58.45,25,24,0,0,0,18,69.23,0,244,19,266
31,John Lithio,NY,29,195.57999999999998,88.452,54,Hope College,13,273,299,64,19,45,4,57,206,95.37,4520,1068,3452,70.9,20,9,0,2,0,6,75.0,0,255,18,291
32,Jeff Weis,CHI,26,193.04,83.916,19,Chicago,13,335,362,66,28,38,5,56,338,95.21,4652,1068,3584,62.43,27,14,0,1,0,8,72.73,1,294,41,348
33,Bryan Vohnoutka,MIN,33,177.8,77.112,3,Concordia College,14,300,319,64,38,26,14,53,250,89.93,4117,1365,2752,53.29,30,23,0,2,0,7,38.89,14,178,122,337
34,Dylan DeClerck,MIN,27,185.42,78.4728,54,University of Iowa,14,288,191,40,10,30,19,53,56,90.32,1627,405,1222,54.97,7,5,0,1,0,2,50.0,0,4,284,350
35,Chad Yorgason,SLC,,,,6,,14,361,265,54,41,13,17,51,151,86.78,3689,1821,1868,50.19,16,19,0,1,0,11,61.11,8,38,323,391
36,Max Sheppard,EC,27,172.72,65.772,1,Edinboro,13,347,371,73,38,35,11,51,244,88.09,5178,1946,3232,49.06,19,26,2,7,1,26,61.9,40,251,96,349
37,Cody Spicer,COL,,,,34,,15,381,229,42,26,16,13,48,182,96.3,2708,1331,1377,55.9,15,7,0,0,0,3,42.86,0,25,356,404
38,Michael Kiyoi,LA,36,177.8,,1,UCLA,12,268,344,58,25,33,5,47,243,93.82,3932,1619,2313,50.0,13,14,0,2,0,4,66.67,0,256,12,314
39,Thomas Edmonds,PIT,,,,80,University of Pittsburgh,8,214,242,52,26,26,7,46,329,95.92,3901,1197,2704,54.96,14,9,0,4,0,5,55.56,2,189,25,227
40,Austin Taylor,ATL,30,177.8,,2,Alabama,12,272,318,65,46,19,2,45,413,94.51,5761,3579,2182,58.49,30,19,0,3,0,21,77.78,5,253,19,305
41,Mark Evans,ATX,,,,1,,12,284,334,67,43,24,5,45,363,91.9,4845,1603,3242,59.88,32,26,1,1,0,13,56.52,0,283,1,284
42,Jeremy Hill,EC,27,182.88,83.916,95,Brock University,13,353,421,59,29,30,10,44,285,93.44,4267,1571,2696,51.78,25,18,0,7,0,7,70.0,0,311,42,362
43,Phil Turner,EC,27,190.5,,34,Western University,13,320,244,32,13,19,27,44,128,89.51,2703,838,1865,45.9,17,14,0,1,1,3,60.0,151,117,203,319
44,Tyler Monroe,DC,,,,7,,14,283,335,64,37,27,2,44,401,95.7,5556,2415,3141,64.48,47,18,0,4,0,5,41.67,0,280,3,306
45,Matt Jackson,COL,,172.72,70.308,6,Arkansas,14,307,373,58,36,22,5,42,331,95.11,3888,2142,1746,62.47,29,17,0,4,0,13,76.47,0,303,4,322
46,Ryan Poloz,TOR,27,182.88,,18,Bowmanville High School,9,215,241,59,42,17,2,41,309,95.08,4131,2533,1598,53.11,22,15,0,5,0,16,88.89,0,187,28,222
47,Steven Wartinbee,DC,,,,27,,14,251,292,49,33,16,4,41,277,95.85,3676,2206,1470,63.36,19,12,0,0,0,7,87.5,0,249,2,268
48,Hunter Corbett,SD,29,187.96,79.38,17,"University of California, Santa Barbara",12,229,292,48,15,33,5,40,184,93.88,2791,799,1992,55.82,24,10,0,3,0,2,66.67,0,220,9,246
49,Oscar Stonehouse,TOR,19,177.8,,8,University of Guelph,10,234,261,43,16,27,3,39,100,94.34,3136,627,2509,46.74,8,5,2,2,0,5,100.0,0,195,39,258
50,Jacob Fairfax,CAR,26,187.96,77.112,20,UNC-Charlotte,14,302,353,55,19,36,11,45,220,92.44,4634,1175,3459,62.89,20,18,0,3,0,11,52.38,1,277,25,314
51,Andrew Sjogren,DET,26,177.8,65.772,99,Michigan State University,12,339,404,55,8,47,6,44,190,93.14,4226,441,3785,44.31,21,9,0,8,0,1,100.0,0,310,29,339
52,Jack Shanahan,CHI,,187.96,88.452,7,Illinois State University,13,295,347,57,24,33,4,44,189,94.03,3799,1250,2549,63.98,20,10,2,7,0,9,60.0,1,293,2,310
53,Sam Kaminsky,CHI,26,182.88,74.844,14,University of Minnesota,15,313,376,49,21,28,2,44,471,98.33,4302,3230,1072,64.63,31,6,0,1,0,4,100.0,0,311,2,333
54,Chris Lung,OAK,,,,22,,11,265,312,64,51,13,11,42,332,89.73,4912,2849,2063,50.32,18,33,0,0,0,18,51.43,5,226,39,258
55,Kevin Richardson,DAL,,190.5,86.184,19,North Texas,12,275,326,60,23,37,3,41,290,94.16,4864,1706,3158,45.09,25,17,2,5,0,6,46.15,3,249,26,303
56,Sterling Knoche,MAD,29,182.88,80.74080000000001,18,Wisconsin,10,190,206,40,10,30,6,41,85,96.59,2002,242,1760,46.12,5,3,0,2,0,0,0.0,0,145,45,220
57,Terrence Mitchell,CAR,27,175.26,58.968,8,North Carolina Central,13,217,272,46,17,29,3,41,171,95.53,3565,1218,2347,61.4,25,7,0,1,0,7,77.78,0,217,0,239
58,Jonny Malks,DC,23,182.88,70.308,53,William & Mary,13,255,303,56,32,24,3,39,532,95.68,5513,3224,2289,63.37,27,19,0,1,0,11,52.38,0,254,1,266
59,Reese Bowman,ATX,27,190.5,79.38,4,University of Texas,12,263,299,48,24,24,4,39,172,92.47,2865,1143,1722,57.53,12,9,0,4,0,11,84.62,1,244,19,254
60,Matt Smith,ATL,33,170.18,,12,Colby,9,166,190,36,16,20,3,38,128,97.71,2931,945,1986,62.63,17,1,1,0,0,2,100.0,0,156,10,180
61,Willie Stewart,BOS,,,,23,,12,302,352,51,35,16,7,38,337,93.87,4793,2941,1852,54.26,25,20,0,0,0,17,73.91,4,276,26,285
62,Jacob Miller,SLC,,,,0,,14,327,405,41,20,21,11,37,366,95.06,4633,2348,2285,57.28,27,15,1,0,0,10,62.5,0,314,13,319
63,Kevin Pettit-Scantling,EC,31,187.96,92.988,80,Wisconsin-Parkside,12,269,230,44,28,16,12,37,209,91.67,3419,1701,1718,50.87,16,17,0,2,0,9,50.0,32,126,143,282
64,Ben Lewis,DAL,,185.42,90.72,7,Texas A&M,11,241,231,36,10,26,7,36,88,94.62,2625,490,2135,44.59,14,5,0,2,0,6,100.0,0,146,95,259
65,Jeremy Keusch,IND,22,187.96,72.576,21,Indiana University,12,275,256,36,7,29,5,35,168,98.25,3087,916,2171,57.03,18,3,0,3,0,1,33.33,0,201,74,280
66,Michael Jordan,MIN,28,172.72,74.844,10,University of North Dakota,11,166,225,40,14,26,2,35,95,96.94,2091,583,1508,54.67,8,3,0,4,0,2,100.0,0,165,1,184
67,Alex Atkins,COL,,,,0,,8,187,215,35,20,15,9,34,255,96.23,3031,2089,942,60.47,19,8,0,2,0,13,92.86,16,163,24,200
68,Malik Auger-Semmar,MTL,25,187.96,79.38,71,UQAM,8,195,212,41,21,20,8,34,133,89.86,2933,952,1981,47.17,13,11,0,4,1,5,62.5,1,151,44,201
69,CJ Colicchio,PIT,,,,16,,10,259,298,50,27,23,11,33,230,92.0,3942,1673,2269,48.99,23,18,2,10,0,11,84.62,6,222,37,271
70,Sam Cook,LA,25,182.88,,29,USC,10,237,307,42,12,30,2,38,221,96.93,3419,1136,2283,50.16,19,4,0,2,1,3,75.0,0,235,2,274
71,Xavier Payne,IND,,,,23,,10,301,154,43,35,8,12,38,254,93.38,2552,1752,800,64.94,12,12,0,5,0,15,65.22,166,33,268,297
72,Keenan Laurence,OAK,,,,51,,9,199,230,43,23,20,9,37,158,91.86,3367,1229,2138,49.13,16,13,0,2,0,13,65.0,0,175,24,207
73,Ray Tetreault,BOS,,,,32,,12,270,330,52,14,38,2,37,201,93.49,3949,793,3156,51.82,22,9,0,8,0,5,38.46,0,260,10,282
74,Alex Tatum,COL,,,,99,,12,252,202,37,22,15,14,35,147,89.63,3383,1437,1946,54.46,15,15,0,1,0,13,68.42,0,55,197,291
75,Jeff Wodatch,DC,35,185.42,86.184,45,Bucknell,12,240,291,45,21,24,4,35,189,94.03,3570,1452,2118,62.2,18,10,0,4,0,4,57.14,0,237,3,253
76,Max Williams,OAK,,,,87,,10,235,247,42,6,36,3,35,120,94.49,2700,499,2201,54.66,16,6,0,4,0,1,100.0,0,195,40,224
77,Joe Richards,DC,26,190.5,74.844,99,Mary Washington,8,151,176,40,7,33,1,34,51,91.07,1567,213,1354,60.23,5,4,0,3,0,2,66.67,0,145,6,152
78,Bret Bergmeier,MIN,,,,2,,11,174,121,30,15,15,9,33,81,93.1,1643,780,863,60.33,10,4,0,2,0,6,66.67,0,22,152,209
79,Charles Weinberg,NY,29,180.34,77.112,6,University of Delaware,11,191,231,39,26,13,5,33,211,95.91,2937,1143,1794,67.97,23,8,0,3,0,8,66.67,0,189,2,223
80,Danny Landesman,COL,21,180.34,,18,"University of Colorado, Boulder",11,243,283,41,27,14,2,33,344,97.18,3777,2598,1179,66.08,32,9,1,1,0,8,88.89,0,240,3,235
81,Jack Havey,DET,,,,26,,11,298,373,52,19,33,3,33,228,92.31,4367,1328,3039,43.97,25,17,0,5,0,5,83.33,0,295,3,303
82,Asher Lantz,CHI,26,193.04,78.0192,96,Middlebury College,12,247,145,20,5,15,15,32,27,90.0,825,70,755,52.41,1,3,0,0,0,0,,0,12,235,243
83,Everest Shapiro,LA,24,190.5,,23,Tulane,7,141,186,35,8,27,5,32,95,94.06,2179,296,1883,52.15,7,4,2,4,0,2,66.67,0,141,0,171
84,Kevin Quinlan,MTL,29,172.72,72.576,81,SUNY-Fredonia,12,275,342,58,40,18,3,32,209,87.08,4329,2052,2277,48.54,12,27,0,2,0,20,68.97,4,268,7,306
85,Kyle Rutledge,CHI,26,,,8,Northwestern University,11,262,308,46,24,22,1,32,354,96.2,4264,2575,1689,60.39,20,10,0,5,0,6,85.71,0,247,15,287
86,Matt Gouchoe-Hanas,CAR,26,177.8,68.04,21,North Carolina,12,256,309,32,24,8,5,32,587,98.82,3360,3749,-389,64.4,36,4,0,1,0,6,75.0,0,256,0,275
87,Benjamin Sadok,BOS,,,,3,,11,274,343,52,36,16,3,31,513,95.18,5590,3738,1852,53.94,26,20,1,4,0,15,57.69,0,268,6,290
88,Joey Wylie,ATX,23,182.88,81.648,43,Texas State,13,276,190,24,5,19,12,31,112,94.12,1992,518,1474,59.47,11,4,0,1,0,1,50.0,0,52,224,291
89,Cole Jurek,MIN,25,182.88,78.4728,13,University of Minnesota,10,213,231,42,24,18,4,30,212,94.22,3498,1251,2247,56.71,20,13,1,3,0,6,46.15,0,166,47,219
90,Joel Clutton,SLC,,195.57999999999998,99.792,19,Texas,9,213,160,18,6,12,15,33,59,100.0,1294,437,857,50.63,3,0,0,0,0,5,100.0,0,39,174,214
91,Jonathan Helton,SD,38,182.88,92.988,00,Wheaton,10,229,286,47,28,19,6,33,272,93.15,4058,2445,1613,54.55,20,18,0,2,0,18,72.0,3,212,17,232
92,Ben Katz,NY,31,172.72,68.04,28,Massachusetts,15,243,159,27,16,11,16,32,231,95.85,1840,1620,220,60.38,15,10,1,1,0,4,80.0,0,5,238,278
93,Jonathan Nethercutt,COL,30,185.42,79.38,77,North Carolina,13,313,372,72,65,7,3,32,614,92.33,7931,5980,1951,61.29,45,43,2,0,0,38,59.38,3,298,15,342
94,Kyle Rubin,SD,28,177.8,74.844,18,California-Santa Barbara,13,252,328,39,16,23,3,32,168,92.31,2829,1176,1653,54.88,18,10,1,0,0,1,100.0,0,248,4,273
95,Moussa Dia,DC,,,,17,,13,255,184,26,13,13,14,32,84,93.33,1935,369,1566,56.52,8,6,0,2,0,1,33.33,0,76,179,263
96,Sol Yanuck,CAR,26,180.34,72.576,2,Carleton,12,252,312,51,36,15,2,32,587,96.07,5372,3970,1402,63.78,28,21,0,0,0,19,59.38,0,251,1,277
97,Daniel Brunker,COL,,,,26,,12,223,238,33,17,16,9,31,268,95.04,3148,1969,1179,61.34,25,10,0,1,0,5,100.0,1,160,63,227
98,Vinay Valsaraj,ATX,26,190.5,83.916,11,University of Texas at Austin,11,228,259,38,11,27,1,31,96,92.31,2185,611,1574,58.69,13,6,1,2,0,5,71.43,0,216,12,211
99,Carter Rae,IND,27,182.88,,24,Samford,11,253,285,49,34,15,4,30,493,94.99,5478,3329,2149,61.4,39,21,2,2,0,12,54.55,0,247,6,257
100,Eric Taylor,CAR,26,185.42,74.844,15,Carleton,11,235,216,49,39,10,8,30,227,89.02,3359,1787,1572,59.72,13,25,0,2,0,20,55.56,59,151,84,255
101,Matthew Armour,ATX,,185.42,77.112,50,Texas,13,279,178,32,20,12,9,30,172,93.48,2036,1190,846,61.24,14,11,0,0,0,5,62.5,3,38,241,294
102,Geoff Bevan,OTT,30,185.42,77.112,10,Carleton University (CAN),10,237,292,60,37,23,2,29,396,92.74,5458,3791,1667,53.42,22,25,3,8,0,22,64.71,16,217,20,240
103,Matt Stevens,NY,33,180.34,70.308,17,Miami (Ohio),15,220,203,26,8,18,4,29,55,100.0,862,226,636,69.95,3,0,0,1,1,2,100.0,0,145,75,222
104,Rick Gross,IND,28,185.42,77.112,2,IUPUI,12,285,321,43,25,18,1,29,241,94.51,4157,1871,2286,56.39,18,13,0,2,0,4,80.0,0,268,17,288
105,Antoine Davis,NY,29,187.96,83.916,81,Virginia Tech,14,252,161,27,15,12,11,28,77,88.51,1882,663,1219,55.28,6,10,1,0,0,7,70.0,0,6,246,284
106,Cole Davis-Brand,BOS,,,,22,,9,207,252,50,34,16,4,28,314,91.55,4468,2810,1658,55.56,29,26,2,0,0,12,44.44,5,196,11,212
107,Eli Artemakis,CHI,20,185.42,68.04,2,University of Illinois,5,89,108,29,8,21,4,28,48,90.57,1599,438,1161,65.74,9,2,0,3,0,3,75.0,0,86,3,84
108,JP Burns,ATL,29,185.42,,81,Kennesaw State,11,203,143,29,18,11,10,28,97,92.38,2262,1262,1000,59.44,11,7,0,4,0,12,75.0,26,54,149,230
109,Justin Norden,OAK,31,187.96,79.38,3,Carleton,9,205,247,55,43,12,3,28,490,93.16,5141,3916,1225,53.44,26,28,0,2,0,14,66.67,0,189,16,206
110,Jacob Anthuvan,DET,,,,29,,11,268,266,36,15,21,3,30,103,91.96,2563,537,2026,45.11,9,8,0,1,0,5,83.33,0,198,70,259
111,Eric Brodbeck,ATX,25,182.88,72.576,6,Texas State,12,224,195,28,11,17,7,29,223,97.38,2233,1438,795,60.51,13,4,0,2,0,2,50.0,9,94,130,242
112,Jordan Rhyne,PHI,,,,22,,10,226,297,54,38,16,3,29,520,94.72,5588,4304,1284,56.23,32,22,0,6,0,33,76.74,0,226,0,246
113,Quentin Bonnaud,MTL,26,175.26,72.576,44,,6,138,154,32,4,28,4,29,79,94.05,1712,301,1411,44.16,4,5,0,2,0,3,75.0,0,117,21,143
114,Abe Coffin,EC,,172.72,72.576,6,Arkansas,14,320,244,40,32,8,15,28,279,90.58,3942,2743,1199,56.56,27,23,0,4,1,15,83.33,187,75,245,361
115,Brandon Pastor,PHI,32,175.26,65.772,1,University of Delaware,13,241,318,29,7,22,5,28,131,94.93,2434,312,2122,55.03,16,5,0,1,0,2,100.0,0,241,0,276
116,Christian Olsen,ATL,30,180.34,,8,Emory,10,204,238,31,16,15,7,28,358,96.5,2771,2280,491,59.24,21,10,1,0,0,4,80.0,0,186,18,245
117,Gavin May,OAK,,,,0,,11,219,166,27,5,22,5,28,98,97.03,1648,177,1471,48.19,14,3,0,1,0,0,,0,92,127,230
118,Jacques Nissen,DC,21,182.88,68.04,24,,9,178,217,38,27,11,1,28,289,96.01,4059,2703,1356,62.67,27,11,0,0,0,8,80.0,0,176,2,194
119,Mathieu Agee,COL,,,,24,,12,206,155,26,5,21,10,28,50,90.91,1667,42,1625,50.97,7,4,0,4,0,0,0.0,0,40,166,232
120,Wilkie Lewis,TOR,22,193.04,,35,Queens' University,11,272,312,37,11,26,6,28,146,90.68,2765,751,2014,50.64,19,11,0,4,0,3,75.0,0,241,31,277
121,Jacob Fella,IND,28,193.04,86.184,52,Purdue,12,320,153,22,8,14,9,27,81,95.29,1729,401,1328,62.75,7,3,0,1,0,1,50.0,0,24,296,316
122,Paul Lally,SD,29,187.96,90.72,27,University of Tennessee,13,312,378,52,34,18,10,27,664,94.32,6558,4548,2010,56.08,46,35,0,0,0,9,47.37,5,283,29,319
123,Jake Johnson,POR,,,,0,,12,311,395,43,19,24,6,26,179,89.05,2763,1224,1539,46.84,12,16,0,7,0,4,36.36,0,311,0,316
124,Nabil Chaouch,MTL,23,185.42,72.576,9,Cégep de Sainte-Foy,10,215,241,39,15,24,1,26,99,90.83,2645,1102,1543,49.38,12,10,0,4,0,9,75.0,1,185,30,236
125,Sean Connole,SLC,,,,7,,12,258,323,55,38,17,2,26,413,91.98,6612,3513,3099,57.89,27,28,0,3,0,26,76.47,2,256,2,251
126,Daniel Lee,POR,,,,41,,3,81,88,17,7,10,8,25,59,100.0,1243,558,685,62.5,6,0,0,0,0,4,100.0,1,64,17,73
127,Jake Reinhardt,ATX,,,,7,,13,272,157,21,14,7,14,25,154,93.33,1850,1154,696,56.05,8,8,0,2,0,4,44.44,214,10,262,290
128,Keith McRae,TOR,25,187.96,,41,Queen's University,10,191,180,30,14,16,2,25,85,94.44,2202,595,1607,53.89,14,5,0,2,0,5,83.33,3,144,47,188
129,Topher Davis,BOS,,,,8,,8,150,192,28,13,15,6,25,85,91.4,2018,498,1520,54.69,8,7,1,2,0,4,80.0,0,147,3,163
130,Evan  Magsig,OAK,,,,32,,10,206,173,38,30,8,6,27,334,94.89,2991,2111,880,47.4,21,16,0,1,0,2,33.33,44,90,116,236
131,Jack Kelly,MAD,29,180.34,74.844,77,Wright State,9,151,187,29,7,22,4,27,86,94.51,1556,322,1234,56.15,12,5,0,1,0,0,,0,151,0,157
132,Connor DeLuna,DAL,26,185.42,79.38,17,University of North Texas,11,201,140,28,6,22,5,26,26,83.87,1536,160,1376,48.57,6,4,0,3,0,0,,0,63,138,200
133,Marques Brownlee,EC,29,190.5,79.38,82,Stevens Institute of Technology,16,281,183,23,13,10,16,26,83,84.69,1799,726,1073,59.02,10,13,0,0,0,6,50.0,192,18,263,297
134,Paul Krenik,MIN,,,,23,,8,157,137,26,10,16,4,26,54,98.18,1130,289,841,59.12,4,1,0,3,0,0,,0,66,91,178
135,Brandon Matis,MIN,30,182.88,75.7512,61,Winona State,14,220,146,14,6,8,14,25,42,93.33,777,133,644,51.37,4,3,0,0,0,0,0.0,44,0,220,260
136,Jakob Brissette,EC,22,177.8,,86,,13,316,370,53,34,19,8,25,542,92.02,6789,4590,2199,48.92,44,34,0,2,0,19,50.0,4,283,33,347
137,Jimmy Towle,PIT,27,175.26,77.112,48,Pittsburgh,10,229,282,30,10,20,5,25,172,95.03,2825,663,2162,48.94,15,6,0,4,0,0,0.0,0,215,14,248
138,Luke Marks,MAD,,,,74,,11,177,100,15,8,7,14,25,48,94.12,804,264,540,55.0,4,3,0,1,0,0,0.0,26,7,170,192
139,Anders Juengst,CAR,24,167.64000000000001,65.772,16,North Carolina,4,75,94,25,10,15,2,24,97,96.04,1204,597,607,61.7,8,3,0,0,1,4,80.0,0,72,3,86
140,Carl Johnson,TB,,,,87,,12,218,278,32,10,22,4,24,82,91.11,1944,226,1718,35.97,4,7,0,5,0,1,100.0,0,200,18,276
141,Joseph Cubitt,DET,24,165.1,58.968,1,,12,334,399,57,45,12,9,24,628,92.9,6701,5422,1279,45.36,35,40,2,2,0,18,66.67,2,321,13,331
142,Mike Drost,NY,33,185.42,74.844,16,Georgetown,13,201,136,15,7,8,10,24,68,100.0,629,291,338,57.35,8,0,0,1,0,0,,0,4,197,223
143,Nick Pappas,CHI,22,185.42,76.2048,11,The University of Missouri - Columbia,8,155,128,20,5,15,5,24,50,98.04,1094,202,892,69.53,5,1,0,0,0,1,100.0,4,66,89,156
144,Alexandre Fall,DC,26,175.26,74.844,1,Virginia,12,220,92,17,3,14,9,23,22,88.0,746,23,723,64.13,3,3,0,0,0,0,0.0,0,0,220,213
145,Brian Stout,POR,,,,34,,5,129,154,20,6,14,7,23,52,94.55,1486,497,989,48.7,10,3,1,1,0,4,100.0,2,116,13,134
146,Chris Walsh,DET,,,,9,,11,292,312,50,31,19,4,23,367,92.21,5293,3610,1683,44.23,21,26,0,5,0,17,73.91,23,238,54,280
147,Jake Radack,ATX,,,,33,,12,290,334,60,45,15,2,23,565,93.08,6788,4615,2173,57.49,36,35,1,4,0,27,57.45,2,277,13,271
148,Marty Adams,MIN,,,,12,,13,231,271,28,11,17,6,23,181,94.76,2741,825,1916,54.24,21,8,1,3,0,4,57.14,0,179,52,263
149,Drew Swanson,SEA,26,195.57999999999998,83.916,15,North Park,5,134,92,17,10,7,10,22,35,87.5,1157,91,1066,43.48,4,5,0,0,0,0,0.0,0,38,96,124
150,Dean Ramsey,ATL,,,,36,,10,152,85,7,0,7,18,24,17,,410,94,316,58.82,4,1,0,0,0,0,0.0,125,6,146,194
151,Josh Klane,MIN,30,172.72,83.0088,29,University of Minnesota,13,239,314,44,33,11,2,24,373,92.79,4431,3320,1111,51.27,24,20,1,2,0,13,59.09,2,229,10,265
152,Max Trifillis,PHI,,,,37,,10,177,107,18,6,12,11,24,45,91.84,1102,254,848,45.79,4,3,0,2,0,1,50.0,0,19,158,192
153,Seth Faris,COL,,,,11,,13,193,118,16,7,9,11,24,34,91.89,1098,313,785,57.63,4,2,0,1,0,1,100.0,49,2,191,214
154,Aaron Weaver,LA,33,182.88,,18,UCSB,9,201,263,30,14,16,5,23,361,95.76,3307,2421,886,48.67,26,12,0,0,0,4,66.67,0,200,1,238
155,Cameron Kennedy,OTT,21,182.88,79.38,91,University of Ottawa,9,167,193,32,11,21,0,23,112,91.8,2400,736,1664,51.3,15,7,0,2,0,3,75.0,1,152,15,178
156,Jeremy Langdon,ATL,,,,20,,5,90,86,22,8,14,4,23,47,92.16,1252,493,759,59.3,9,3,0,0,0,1,100.0,20,45,45,94
157,Kyle Weinberg,SLC,,,,34,,11,200,137,18,9,9,18,23,84,85.71,1524,633,891,43.07,7,12,0,1,0,2,40.0,55,8,192,214
158,Alec Wilson Holliday,DAL,,,,3,,10,150,94,14,3,11,10,22,26,89.66,860,150,710,43.62,2,0,0,2,0,2,100.0,0,30,120,161
